68034 silly lifecycle color-string@0.3.0~preinstall: no script for preinstall, continuing
72684 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/.bin',
72684 verbose link bins   false ]
72685 verbose linkMans mkdirp@0.5.0
72686 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/.bin/mkdirp is being purged
72687 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/.bin/mkdirp
72688 silly build abbrev@1.0.5
72689 info linkStuff abbrev@1.0.5
72690 silly linkStuff abbrev@1.0.5 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/nopt/node_modules as its parent node_modules
72691 verbose linkBins abbrev@1.0.5
72692 verbose linkMans abbrev@1.0.5
72693 silly build nopt@3.0.1
72694 info linkStuff nopt@3.0.1
72695 silly linkStuff nopt@3.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules as its parent node_modules
72696 verbose linkBins nopt@3.0.1
72697 verbose link bins [ { nopt: './bin/nopt.js' },
72697 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/.bin',
72697 verbose link bins   false ]
72698 verbose linkMans nopt@3.0.1
72699 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/.bin/nopt is being purged
72700 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/.bin/nopt
72701 silly build ansi@0.3.0
72702 info linkStuff ansi@0.3.0
72703 silly linkStuff ansi@0.3.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules as its parent node_modules
72704 verbose linkBins ansi@0.3.0
72705 verbose linkMans ansi@0.3.0
72706 silly build delegates@0.1.0
72707 info linkStuff delegates@0.1.0
72708 silly linkStuff delegates@0.1.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/are-we-there-yet/node_modules as its parent node_modules
72709 verbose linkBins delegates@0.1.0
72710 verbose linkMans delegates@0.1.0
72711 silly build core-util-is@1.0.1
72712 info linkStuff core-util-is@1.0.1
72713 silly linkStuff core-util-is@1.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/are-we-there-yet/node_modules/readable-stream/node_modules as its parent node_modules
72714 verbose linkBins core-util-is@1.0.1
72715 verbose linkMans core-util-is@1.0.1
72716 silly build inherits@2.0.1
72717 info linkStuff inherits@2.0.1
72718 silly linkStuff inherits@2.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/are-we-there-yet/node_modules/readable-stream/node_modules as its parent node_modules
72719 verbose linkBins inherits@2.0.1
72720 verbose linkMans inherits@2.0.1
72721 silly build isarray@0.0.1
72722 info linkStuff isarray@0.0.1
72723 silly linkStuff isarray@0.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/are-we-there-yet/node_modules/readable-stream/node_modules as its parent node_modules
72724 verbose linkBins isarray@0.0.1
72725 verbose linkMans isarray@0.0.1
72726 silly build string_decoder@0.10.31
72727 info linkStuff string_decoder@0.10.31
72728 silly linkStuff string_decoder@0.10.31 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/are-we-there-yet/node_modules/readable-stream/node_modules as its parent node_modules
72729 verbose linkBins string_decoder@0.10.31
72730 verbose linkMans string_decoder@0.10.31
72731 silly build readable-stream@1.1.13
72732 info linkStuff readable-stream@1.1.13
72733 silly linkStuff readable-stream@1.1.13 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/are-we-there-yet/node_modules as its parent node_modules
72734 verbose linkBins readable-stream@1.1.13
72735 verbose linkMans readable-stream@1.1.13
72736 silly build are-we-there-yet@1.0.4
72737 info linkStuff are-we-there-yet@1.0.4
72738 silly linkStuff are-we-there-yet@1.0.4 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules as its parent node_modules
72739 verbose linkBins are-we-there-yet@1.0.4
72740 verbose linkMans are-we-there-yet@1.0.4
72741 silly build has-unicode@1.0.0
72742 info linkStuff has-unicode@1.0.0
72743 silly linkStuff has-unicode@1.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
72744 verbose linkBins has-unicode@1.0.0
72745 verbose linkMans has-unicode@1.0.0
72746 silly build lodash._basetostring@3.0.0
72747 info linkStuff lodash._basetostring@3.0.0
72748 silly linkStuff lodash._basetostring@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules/lodash.pad/node_modules as its parent node_modules
72749 verbose linkBins lodash._basetostring@3.0.0
72750 verbose linkMans lodash._basetostring@3.0.0
72751 silly build lodash.repeat@3.0.0
72752 info linkStuff lodash.repeat@3.0.0
72753 silly linkStuff lodash.repeat@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules/lodash.pad/node_modules/lodash._createpadding/node_modules as its parent node_modules
72754 verbose linkBins lodash.repeat@3.0.0
72755 verbose linkMans lodash.repeat@3.0.0
72756 silly build lodash._createpadding@3.6.0
72757 info linkStuff lodash._createpadding@3.6.0
72758 silly linkStuff lodash._createpadding@3.6.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules/lodash.pad/node_modules as its parent node_modules
72759 verbose linkBins lodash._createpadding@3.6.0
72760 verbose linkMans lodash._createpadding@3.6.0
72761 silly build lodash.pad@3.1.0
72762 info linkStuff lodash.pad@3.1.0
72763 silly linkStuff lodash.pad@3.1.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
72764 verbose linkBins lodash.pad@3.1.0
72765 verbose linkMans lodash.pad@3.1.0
72766 silly build lodash._basetostring@3.0.0
72767 info linkStuff lodash._basetostring@3.0.0
72768 silly linkStuff lodash._basetostring@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules/lodash.padleft/node_modules as its parent node_modules
72769 verbose linkBins lodash._basetostring@3.0.0
72770 verbose linkMans lodash._basetostring@3.0.0
72771 silly build lodash.repeat@3.0.0
72772 info linkStuff lodash.repeat@3.0.0
72773 silly linkStuff lodash.repeat@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules/lodash.padleft/node_modules/lodash._createpadding/node_modules as its parent node_modules
72774 verbose linkBins lodash.repeat@3.0.0
72775 verbose linkMans lodash.repeat@3.0.0
72776 silly build lodash._createpadding@3.6.0
72777 info linkStuff lodash._createpadding@3.6.0
72778 silly linkStuff lodash._createpadding@3.6.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules/lodash.padleft/node_modules as its parent node_modules
72779 verbose linkBins lodash._createpadding@3.6.0
72780 verbose linkMans lodash._createpadding@3.6.0
72781 silly build lodash.padleft@3.1.1
72782 info linkStuff lodash.padleft@3.1.1
72783 silly linkStuff lodash.padleft@3.1.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
72784 verbose linkBins lodash.padleft@3.1.1
72785 verbose linkMans lodash.padleft@3.1.1
72786 silly build lodash._basetostring@3.0.0
72787 info linkStuff lodash._basetostring@3.0.0
72788 silly linkStuff lodash._basetostring@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules/lodash.padright/node_modules as its parent node_modules
72789 verbose linkBins lodash._basetostring@3.0.0
72790 verbose linkMans lodash._basetostring@3.0.0
72791 silly build lodash.repeat@3.0.0
72792 info linkStuff lodash.repeat@3.0.0
72793 silly linkStuff lodash.repeat@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules/lodash.padright/node_modules/lodash._createpadding/node_modules as its parent node_modules
72794 verbose linkBins lodash.repeat@3.0.0
72795 verbose linkMans lodash.repeat@3.0.0
72796 silly build lodash._createpadding@3.6.0
72797 info linkStuff lodash._createpadding@3.6.0
72798 silly linkStuff lodash._createpadding@3.6.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules/lodash.padright/node_modules as its parent node_modules
72799 verbose linkBins lodash._createpadding@3.6.0
72800 verbose linkMans lodash._createpadding@3.6.0
72801 silly build lodash.padright@3.1.1
72802 info linkStuff lodash.padright@3.1.1
72803 silly linkStuff lodash.padright@3.1.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
72804 verbose linkBins lodash.padright@3.1.1
72805 verbose linkMans lodash.padright@3.1.1
72806 silly build gauge@1.2.0
72807 info linkStuff gauge@1.2.0
72808 silly linkStuff gauge@1.2.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/npmlog/node_modules as its parent node_modules
72809 verbose linkBins gauge@1.2.0
72810 verbose linkMans gauge@1.2.0
72811 silly build npmlog@1.2.0
72812 info linkStuff npmlog@1.2.0
72813 silly linkStuff npmlog@1.2.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules as its parent node_modules
72814 verbose linkBins npmlog@1.2.0
72815 verbose linkMans npmlog@1.2.0
72816 silly build deep-extend@0.2.11
72817 info linkStuff deep-extend@0.2.11
72818 silly linkStuff deep-extend@0.2.11 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/rc/node_modules as its parent node_modules
72819 verbose linkBins deep-extend@0.2.11
72820 verbose linkMans deep-extend@0.2.11
72821 silly build ini@1.3.3
72822 info linkStuff ini@1.3.3
72823 silly linkStuff ini@1.3.3 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/rc/node_modules as its parent node_modules
72824 verbose linkBins ini@1.3.3
72825 verbose linkMans ini@1.3.3
72826 silly build minimist@0.0.10
72827 info linkStuff minimist@0.0.10
72828 silly linkStuff minimist@0.0.10 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/rc/node_modules as its parent node_modules
72829 verbose linkBins minimist@0.0.10
72830 verbose linkMans minimist@0.0.10
72831 silly build strip-json-comments@0.1.3
72832 info linkStuff strip-json-comments@0.1.3
72833 silly linkStuff strip-json-comments@0.1.3 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/rc/node_modules as its parent node_modules
72834 verbose linkBins strip-json-comments@0.1.3
72835 verbose link bins [ { 'strip-json-comments': 'cli.js' },
72835 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/rc/node_modules/.bin',
72835 verbose link bins   false ]
72836 verbose linkMans strip-json-comments@0.1.3
72837 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/rc/node_modules/.bin/strip-json-comments is being purged
72838 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/rc/node_modules/.bin/strip-json-comments
72839 silly build rc@1.0.1
72840 info linkStuff rc@1.0.1
72841 silly linkStuff rc@1.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules as its parent node_modules
72842 verbose linkBins rc@1.0.1
72843 verbose link bins [ { rc: './index.js' },
72843 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/.bin',
72843 verbose link bins   false ]
72844 verbose linkMans rc@1.0.1
72845 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/.bin/rc is being purged
72846 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/.bin/rc
72847 silly build aws-sign2@0.5.0
72848 info linkStuff aws-sign2@0.5.0
72849 silly linkStuff aws-sign2@0.5.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
72850 verbose linkBins aws-sign2@0.5.0
72851 verbose linkMans aws-sign2@0.5.0
72852 silly build core-util-is@1.0.1
72853 info linkStuff core-util-is@1.0.1
72854 silly linkStuff core-util-is@1.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
72855 verbose linkBins core-util-is@1.0.1
72856 verbose linkMans core-util-is@1.0.1
72857 silly build inherits@2.0.1
72858 info linkStuff inherits@2.0.1
72859 silly linkStuff inherits@2.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
72860 verbose linkBins inherits@2.0.1
72861 verbose linkMans inherits@2.0.1
72862 silly build isarray@0.0.1
72863 info linkStuff isarray@0.0.1
72864 silly linkStuff isarray@0.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
72865 verbose linkBins isarray@0.0.1
72866 verbose linkMans isarray@0.0.1
72867 silly build string_decoder@0.10.31
72868 info linkStuff string_decoder@0.10.31
72869 silly linkStuff string_decoder@0.10.31 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
72870 verbose linkBins string_decoder@0.10.31
72871 verbose linkMans string_decoder@0.10.31
72872 silly build readable-stream@1.0.33
72873 info linkStuff readable-stream@1.0.33
72874 silly linkStuff readable-stream@1.0.33 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/request/node_modules/bl/node_modules as its parent node_modules
72875 verbose linkBins readable-stream@1.0.33
72876 verbose linkMans readable-stream@1.0.33
72877 silly build bl@0.9.4
72878 info linkStuff bl@0.9.4
72879 silly linkStuff bl@0.9.4 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
72880 verbose linkBins bl@0.9.4
72881 verbose linkMans bl@0.9.4
72882 silly build caseless@0.9.0
72883 info linkStuff caseless@0.9.0
72884 silly linkStuff caseless@0.9.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
72885 verbose linkBins caseless@0.9.0
72886 verbose linkMans caseless@0.9.0
